nombre,url,categoria,categoria_url,imagen 
JP Zabala,http://mbnecuador.com/mbnecuador/releases/jp-zabala/,Pop Fúsion,http://mbnecuador.com/mbnecuador/releases-genre/pop-fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/PORTADA.jpg&a=c&w=420&h=420&q=90
Neos,http://mbnecuador.com/mbnecuador/releases/neos/,Metal Industrial,http://mbnecuador.com/mbnecuador/releases-genre/metal-industrial/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/13900742_10209959217795417_1142950124_n.jpg&a=c&w=420&h=420&q=90
GUTTO,http://mbnecuador.com/mbnecuador/releases/gutto-2/,Pop Urbano,http://mbnecuador.com/mbnecuador/releases-genre/pop-urbano/,http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/image006.jpg
OSCAR Y FABI,http://mbnecuador.com/mbnecuador/releases/oscar-y-fabi/,Urbano,http://mbnecuador.com/mbnecuador/releases-genre/urbano/,http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/imagen.png
DAVID GUZMAN,http://mbnecuador.com/mbnecuador/releases/david-guzman/,Pop Latino,http://mbnecuador.com/mbnecuador/releases-genre/pop-latino/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/8688_923219441099637_7071708162252634212_n.jpg&a=c&w=420&h=420&q=90
BLANCO URBANO,http://mbnecuador.com/mbnecuador/releases/blanco-urbano/,Pop Urbano,http://mbnecuador.com/mbnecuador/releases-genre/pop-urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/perfil-cuadrado.jpg&a=c&w=420&h=420&q=90
MANATAK,http://mbnecuador.com/mbnecuador/releases/manatak/,Rock,http://mbnecuador.com/mbnecuador/releases-genre/rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/manatak-2016.jpg&a=c&w=420&h=420&q=90
BONGO STATION,http://mbnecuador.com/mbnecuador/releases/bongo-station/,Reggae,http://mbnecuador.com/mbnecuador/releases-genre/reggae/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/FB_IMG_1484321285649.jpg&a=c&w=420&h=420&q=90
ANTONELLA PONCE,http://mbnecuador.com/mbnecuador/releases/antonella-ponce/,Electro,http://mbnecuador.com/mbnecuador/releases-genre/electro/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/APONCE.jpg&a=c&w=420&h=420&q=90
FERNANDO GUZMÁN,http://mbnecuador.com/mbnecuador/releases/fernando-guzman-2/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/FOTO-PROMOCIONAL.jpg&a=c&w=420&h=420&q=90
RICCARDO PEROTTI,http://mbnecuador.com/mbnecuador/releases/riccardo-perotti-2/,Urbano,http://mbnecuador.com/mbnecuador/releases-genre/urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/15966216_1652833695017141_9222509797623926277_n.jpg&a=c&w=420&h=420&q=90
ARTISTAS MBN 2017,http://mbnecuador.com/mbnecuador/releases/artistas-mbn-2017/,Canción de Autor,http://mbnecuador.com/mbnecuador/releases-genre/cancion-de-autor/,http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/03/2017.jpg
DLEMENTO,http://mbnecuador.com/mbnecuador/releases/dlemento/,Electro Dance,http://mbnecuador.com/mbnecuador/releases-genre/electro-dance/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/DLMENTO.jpg&a=c&w=420&h=420&q=90
DANIELA MORA,http://mbnecuador.com/mbnecuador/releases/daniela-mora/,Balada,http://mbnecuador.com/mbnecuador/releases-genre/balada/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/DaniMora4_1.jpg&a=c&w=420&h=420&q=90
LA RAFA BARONA,http://mbnecuador.com/mbnecuador/releases/la-rafa-barona/,Balada,http://mbnecuador.com/mbnecuador/releases-genre/balada/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/FOTO-PROMOCIONAL-EL-MILAGRO.jpg&a=c&w=420&h=420&q=90
LOLA GUEVARA,http://mbnecuador.com/mbnecuador/releases/lola-guevara-2/,Pop Soft,http://mbnecuador.com/mbnecuador/releases-genre/pop-soft/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/LOLA-GUEVARA.jpg&a=c&w=420&h=420&q=90
LA CUF,http://mbnecuador.com/mbnecuador/releases/la-cuf/,Hip Hop,http://mbnecuador.com/mbnecuador/releases-genre/hip-hop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/6.jpg&a=c&w=420&h=420&q=90
FERNANDO MENDOZA,http://mbnecuador.com/mbnecuador/releases/fernando-mendoza/,Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/12924586_1710015679254085_1068785760687738502_n.jpg&a=c&w=420&h=420&q=90
JIGGER,http://mbnecuador.com/mbnecuador/releases/jigger/,Balada,http://mbnecuador.com/mbnecuador/releases-genre/balada/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/IMG_2329-2.jpg&a=c&w=420&h=420&q=90
EL CRUM,http://mbnecuador.com/mbnecuador/releases/el-crum/,Rock Alternativo,http://mbnecuador.com/mbnecuador/releases-genre/rock-alternativo/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/promo-mbn.jpg&a=c&w=420&h=420&q=90
G3,http://mbnecuador.com/mbnecuador/releases/g3/,Pop Latino,http://mbnecuador.com/mbnecuador/releases-genre/pop-latino/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/G3-Ecuador-1.jpg&a=c&w=420&h=420&q=90
VIDIHUM,http://mbnecuador.com/mbnecuador/releases/vidihum/,Thrash Metal,http://mbnecuador.com/mbnecuador/releases-genre/thrash-metal/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/13737649_1773600386260598_4194974118006381154_o.jpg&a=c&w=420&h=420&q=90
SERVERUS,http://mbnecuador.com/mbnecuador/releases/serverus/,Deathcore,http://mbnecuador.com/mbnecuador/releases-genre/death-metal-melodicometalhardcore/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/grupal2logoverde.jpg&a=c&w=420&h=420&q=90
KATIUSKA,http://mbnecuador.com/mbnecuador/releases/katiuska/,Balada Pop,http://mbnecuador.com/mbnecuador/releases-genre/balada-pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/13933559_1432689390081321_1151882910_n.jpg&a=c&w=420&h=420&q=90
KEVIN LARA,http://mbnecuador.com/mbnecuador/releases/kevin-lara/,Pop Urbano,http://mbnecuador.com/mbnecuador/releases-genre/pop-urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/15137488_1215991468476236_4704080930788923382_o.jpg&a=c&w=420&h=420&q=90
TEMPO SUR,http://mbnecuador.com/mbnecuador/releases/tempo-sur/,Folklor,http://mbnecuador.com/mbnecuador/releases-genre/folklor/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/caratula-promocional.jpg&a=c&w=420&h=420&q=90
AMANOC,http://mbnecuador.com/mbnecuador/releases/amanoc-2/,Fusión,http://mbnecuador.com/mbnecuador/releases-genre/fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/12/amanoc-pic.jpg&a=c&w=420&h=420&q=90
GABRIELA VILLALBA,http://mbnecuador.com/mbnecuador/releases/gabriela-villalba/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/GABRIELA-VILLALBA-Impossible-mp3-image.png&a=c&w=420&h=420&q=90
SERGIO SACOTO,http://mbnecuador.com/mbnecuador/releases/sergio-sacoto-3/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/AFICHE-NUESTRO-ULTIMO-ERROR.jpg&a=c&w=420&h=420&q=90
CONCIENCIA COLECTIVA,http://mbnecuador.com/mbnecuador/releases/conciencia-colectiva/,Rock Pop,http://mbnecuador.com/mbnecuador/releases-genre/rock-pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/fotoperfil-CC.jpg&a=c&w=420&h=420&q=90
ERROR,http://mbnecuador.com/mbnecuador/releases/error/,Electro,http://mbnecuador.com/mbnecuador/releases-genre/electro/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/05/COVER-SONAMBULOS.jpg&a=c&w=420&h=420&q=90
MAYKEL,http://mbnecuador.com/mbnecuador/releases/maykel/,Pop Latino,http://mbnecuador.com/mbnecuador/releases-genre/pop-latino/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2017/01/MAYKEL-2016_8.jpg&a=c&w=420&h=420&q=90
MINA,http://mbnecuador.com/mbnecuador/releases/mina/,Pop Fúsion,http://mbnecuador.com/mbnecuador/releases-genre/pop-fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/mina.jpg&a=c&w=420&h=420&q=90
FLAID,http://mbnecuador.com/mbnecuador/releases/flaid/,Urbano,http://mbnecuador.com/mbnecuador/releases-genre/urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/FLAID-MBN.png&a=c&w=420&h=420&q=90
GUNTER,http://mbnecuador.com/mbnecuador/releases/gunter/,Rock Alternativo,http://mbnecuador.com/mbnecuador/releases-genre/rock-alternativo/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/11/gunter-amarillo-ok.png&a=c&w=420&h=420&q=90
MARGARITA LASO,http://mbnecuador.com/mbnecuador/releases/margarita-laso-2/,Nacional Tradicional,http://mbnecuador.com/mbnecuador/releases-genre/musica-nacional-tradicional/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/pastedImage.png&a=c&w=420&h=420&q=90
HEMPÍRIKA,http://mbnecuador.com/mbnecuador/releases/hempirika/,Metal,http://mbnecuador.com/mbnecuador/releases-genre/metal/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/Promocional.jpg&a=c&w=420&h=420&q=90
David Sandoval,http://mbnecuador.com/mbnecuador/releases/david-sandoval/,Balada Pop,http://mbnecuador.com/mbnecuador/releases-genre/balada-pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/DAVID-SANDOVAL.jpg&a=c&w=420&h=420&q=90
MIA TERÁN,http://mbnecuador.com/mbnecuador/releases/mia-teran-2/,Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/Mia-Terán.png&a=c&w=420&h=420&q=90
GUAYAS SOUND MACHINE,http://mbnecuador.com/mbnecuador/releases/guayas-sound-machine/,Vallenato,http://mbnecuador.com/mbnecuador/releases-genre/vellenato/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/thumbnail_GSM-ARREGLOS-FOTO-copy-1.jpg&a=c&w=420&h=420&q=90
MANOLOTM,http://mbnecuador.com/mbnecuador/releases/manolotm/,Cumbia Romántica,http://mbnecuador.com/mbnecuador/releases-genre/cumbia-romantica/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/manolotm.jpg&a=c&w=420&h=420&q=90
KALETH,http://mbnecuador.com/mbnecuador/releases/kaleth/,Pop Urbano,http://mbnecuador.com/mbnecuador/releases-genre/pop-urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/final.jpg&a=c&w=420&h=420&q=90
SHELLMY,http://mbnecuador.com/mbnecuador/releases/shellmy/,Pop Electrónico,http://mbnecuador.com/mbnecuador/releases-genre/pop-electronico/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/unnamed-1-1.jpg&a=c&w=420&h=420&q=90
ISRAEL BRITO,http://mbnecuador.com/mbnecuador/releases/israel-brito/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/13508840_1125714157489903_4976388722271289810_n.jpg&a=c&w=420&h=420&q=90
NORKA,http://mbnecuador.com/mbnecuador/releases/norka-2/,Electro,http://mbnecuador.com/mbnecuador/releases-genre/electro/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/Química-1-mp3-image.jpg&a=c&w=420&h=420&q=90
FERRER,http://mbnecuador.com/mbnecuador/releases/ferrer-2/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/Screen-Shot-2016-10-17-at-3.51.11-PM.png&a=c&w=420&h=420&q=90
TITO ANDRÉ,http://mbnecuador.com/mbnecuador/releases/tito-andre-2/,Pop Urbano,http://mbnecuador.com/mbnecuador/releases-genre/pop-urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/14364893_10211389428277319_263792611111968453_n.jpg&a=c&w=420&h=420&q=90
GONZALO NICOLALDE,http://mbnecuador.com/mbnecuador/releases/gonzalo-nicolalde/,Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/Gonzalo-Mienteme.jpg&a=c&w=420&h=420&q=90
YAMDE,http://mbnecuador.com/mbnecuador/releases/yamde/,Urbano,http://mbnecuador.com/mbnecuador/releases-genre/urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/yamde-promo.jpg&a=c&w=420&h=420&q=90
CHINO BONILLA,http://mbnecuador.com/mbnecuador/releases/chino-bonilla/,Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/PORTADA-2016.jpg&a=c&w=420&h=420&q=90
Juan Fernando Velasco,http://mbnecuador.com/mbnecuador/releases/j-u-a-n-f-e-r-n-a-n-d-o-v-e-l-a-s-c-o-s-a-m-o/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/jf-velasco.jpg&a=c&w=420&h=420&q=90
SONETO,http://mbnecuador.com/mbnecuador/releases/soneto/,Pop Fúsion,http://mbnecuador.com/mbnecuador/releases-genre/pop-fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/bloggif_57fab838c9394.jpeg&a=c&w=420&h=420&q=90
ANA PAULA,http://mbnecuador.com/mbnecuador/releases/ana-paula/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/12661780_170112166693270_8225827919969903399_n.jpg&a=c&w=420&h=420&q=90
EQUILIVRE,http://mbnecuador.com/mbnecuador/releases/equilivre-2/,Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/EQUILIVRE.jpg&a=c&w=420&h=420&q=90
P. CORTES & A. PLAZA,http://mbnecuador.com/mbnecuador/releases/pamela-cortes-alberto-plaza/,Balada,http://mbnecuador.com/mbnecuador/releases-genre/balada/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/PAMELA-ALBERTO-1024x576.jpg&a=tr&w=420&h=420&q=90
MATEO KINGMAN,http://mbnecuador.com/mbnecuador/releases/mateo-kingman-2/,Hip Hop,http://mbnecuador.com/mbnecuador/releases-genre/hip-hop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/13882298_553166304869829_4406368172790967772_n.jpg&a=c&w=420&h=420&q=90
LA MATAGROSA,http://mbnecuador.com/mbnecuador/releases/la-matagrosa/,Fusión,http://mbnecuador.com/mbnecuador/releases-genre/fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/Mata-Grossa.jpg&a=c&w=420&h=420&q=90
YAHUARSONICOS,http://mbnecuador.com/mbnecuador/releases/yahuarsonicos/,Fusión,http://mbnecuador.com/mbnecuador/releases-genre/fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/YAHUARSONICOS.png&a=c&w=420&h=420&q=90
RICARDO PITA,http://mbnecuador.com/mbnecuador/releases/ricardo-pita/,Fusión,http://mbnecuador.com/mbnecuador/releases-genre/fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/13632907_266280763738163_1528445074_o.jpg&a=c&w=420&h=420&q=90
NORMITA NAVARRO,http://mbnecuador.com/mbnecuador/releases/normita-navarro-2/,Tradicional,http://mbnecuador.com/mbnecuador/releases-genre/tradicional/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/14141907_10210669587632162_7164285569841317184_n.jpg&a=c&w=420&h=420&q=90
ILUMAN,http://mbnecuador.com/mbnecuador/releases/iluman/,Alternativo,http://mbnecuador.com/mbnecuador/releases-genre/alternativo/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/unnamed-1.jpg&a=c&w=420&h=420&q=90
CARLOS ZAPATA,http://mbnecuador.com/mbnecuador/releases/carlos-zapata-me-haces-falta/,Pop,http://mbnecuador.com/mbnecuador/releases-genre/pop/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/CARLOS-ZAPATA-ME-HACES-FALTA.jpg&a=c&w=420&h=420&q=90
PABLO JARA,http://mbnecuador.com/mbnecuador/releases/pablo-jara-ven/,Balada,http://mbnecuador.com/mbnecuador/releases-genre/balada/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/image.png&a=c&w=420&h=420&q=90
ARTWO,http://mbnecuador.com/mbnecuador/releases/artwo-nadie-sabe/,R&B,http://mbnecuador.com/mbnecuador/releases-genre/rb/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/image004.jpg&a=c&w=420&h=420&q=90
JUAN DIEGO,http://mbnecuador.com/mbnecuador/releases/juan-diego/,Pop Urbano,http://mbnecuador.com/mbnecuador/releases-genre/pop-urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/IMG_8693.jpg&a=c&w=420&h=420&q=90
METRO BLUES,http://mbnecuador.com/mbnecuador/releases/metro-blues-mi-maleta-blues-rock/,Blues Rock,http://mbnecuador.com/mbnecuador/releases-genre/blues-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/METRO.jpg&a=c&w=420&h=420&q=90
VERNEPIA -SHAMAN,http://mbnecuador.com/mbnecuador/releases/22179/,Indie Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/indie-pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2015/07/foto-Vernepia-MBN.jpg&a=c&w=420&h=420&q=90
LA 5TA AVENIDA,http://mbnecuador.com/mbnecuador/releases/la-5ta-avenida/,Pop Rock,http://mbnecuador.com/mbnecuador/releases-genre/pop-rock/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/FOTO-1-copia.jpg&a=c&w=420&h=420&q=90
LOLA´S RIOT,http://mbnecuador.com/mbnecuador/releases/21918/,Alternativo,http://mbnecuador.com/mbnecuador/releases-genre/alternativo/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/08/portada-2.jpg&a=c&w=420&h=420&q=90
ADOLFO OLIVARES,http://mbnecuador.com/mbnecuador/releases/adolfo-olivares/,Salsa Romántica,http://mbnecuador.com/mbnecuador/releases-genre/salsa-romantica/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/07/ADOLFO-OLIVARES.jpg&a=c&w=420&h=420&q=90
MOLINO GARAGE,http://mbnecuador.com/mbnecuador/releases/molino-garage/,Pop Fúsion,http://mbnecuador.com/mbnecuador/releases-genre/pop-fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/07/MOLINO-GARAGE.png&a=c&w=420&h=420&q=90
LA VAGANCIA,http://mbnecuador.com/mbnecuador/releases/21848/,Cumbia Fusión,http://mbnecuador.com/mbnecuador/releases-genre/cumbia-fusion/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/07/Rueda-de-Prensa-1-1.jpg&a=c&w=420&h=420&q=90
EL FLOW,http://mbnecuador.com/mbnecuador/releases/el-flow-2/,Urbano,http://mbnecuador.com/mbnecuador/releases-genre/urbano/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/07/EL-FLOW.png&a=c&w=420&h=420&q=90
MARTHA PSYKO,http://mbnecuador.com/mbnecuador/releases/martha-psyko/,Electro,http://mbnecuador.com/mbnecuador/releases-genre/electro/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/07/martha.jpg&a=c&w=420&h=420&q=90
G. MORÁN & LA PAPAYA D.,http://mbnecuador.com/mbnecuador/releases/gerardo-moran-y-la-papaya-dada/,Música Popular,http://mbnecuador.com/mbnecuador/releases-genre/musica-popular/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/05/PAPAYA-GERARDO-MORAN.jpg&a=c&w=420&h=420&q=90
JEANDRE,http://mbnecuador.com/mbnecuador/releases/jeandre-no-vuelvas/,Reggaeton,http://mbnecuador.com/mbnecuador/releases-genre/regueton/,http://mbnecuador.com/mbnecuador/wp-content/themes/eprom_1_4_8/thumb.php?src=http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/10/IMG-20161003-WA0010.jpg&a=c&w=420&h=420&q=90
Jhonatan Luna,http://mbnecuador.com/mbnecuador/releases/jonathan-luna-ecuador-sigue-de-pie-balada-pop/,Balada,http://mbnecuador.com/mbnecuador/releases-genre/balada/,http://mbnecuador.com/mbnecuador/wp-content/uploads/2016/04/jonathan-luna.jpg
